4586,6363,57.971,0.0,582
4587,4587,100.000,0.0,1207
4587,6362,94.330,0.0,1154
4587,6350,66.495,0.0,833
4587,6348,66.495,0.0,833
4587,6356,60.068,0.0,741
4588,4590,100.000,0.0,898
4588,4588,100.000,0.0,898
4588,4592,97.203,0.0,873
4588,4594,96.737,0.0,870
4588,3468,84.135,0.0,728
4589,4591,100.000,0.0,1219
4589,4589,100.000,0.0,1219
4589,4593,98.646,0.0,1204
4589,4595,98.308,0.0,1199
4589,3180,85.085,0.0,1051
4590,4590,100.000,0.0,898
4590,4588,100.000,0.0,898
4590,4592,97.203,0.0,873
4590,4594,96.737,0.0,870
4590,3468,84.135,0.0,728
4591,4591,100.000,0.0,1219
4591,4589,100.000,0.0,1219
4591,4593,98.646,0.0,1204
4591,4595,98.308,0.0,1199
4591,3180,85.085,0.0,1051
4592,4592,100.000,0.0,911
4592,4594,98.161,0.0,895
4592,4590,97.203,0.0,873
4592,4588,97.203,0.0,873
4592,3468,82.367,0.0,728
4593,4593,100.000,0.0,1219
4593,4595,99.492,0.0,1214
4593,4591,98.646,0.0,1204
4593,4589,98.646,0.0,1204
4593,3180,85.254,0.0,1048
4594,4594,100.000,0.0,913
4594,4592,98.161,0.0,895
4594,4590,96.737,0.0,870
4594,4588,96.737,0.0,870
4594,3468,83.295,0.0,739
4595,4595,100.000,0.0,1217
4595,4593,99.492,0.0,1214
4595,4591,98.308,0.0,1199
4595,4589,98.308,0.0,1199
4595,3180,84.915,0.0,1043
6347,6349,100.000,0.0,993
6347,6347,100.000,0.0,993
6347,6361,63.674,0.0,633
6347,4586,63.674,0.0,623
6347,6363,57.645,0.0,597
6348,6350,100.000,0.0,1216
6348,6348,100.000,0.0,1216
6348,6362,66.895,0.0,840
6348,4587,66.495,0.0,833
6348,6356,62.309,0.0,776
6349,6349,100.000,0.0,993
6349,6347,100.000,0.0,993
6349,6361,63.674,0.0,633
6349,4586,63.674,0.0,623
6349,6363,57.645,0.0,597
6350,6350,100.000,0.0,1216
6350,6348,100.000,0.0,1216
6350,6362,66.895,0.0,840
6350,4587,66.495,0.0,833
6350,6356,62.309,0.0,776
6351,6355,100.000,0.0,985
6351,6353,100.000,0.0,985
6351,6351,100.000,0.0,985
6351,6361,55.925,0.0,541
6351,4586,56.133,0.0,540
6352,6356,100.000,0.0,1219
6352,6354,100.000,0.0,1219
6352,6352,100.000,0.0,1219
6352,6350,62.309,0.0,776
6352,6348,62.309,0.0,776
6353,6355,100.000,0.0,985
6353,6353,100.000,0.0,985
6353,6351,100.000,0.0,985
6353,6361,55.925,0.0,541
6353,4586,56.133,0.0,540
6354,6356,100.000,0.0,1219
6354,6354,100.000,0.0,1219
6354,6352,100.000,0.0,1219
6354,6350,62.309,0.0,776
6354,6348,62.309,0.0,776
6355,6355,100.000,0.0,985
6355,6353,100.000,0.0,985
6355,6351,100.000,0.0,985
6355,6361,55.925,0.0,541
6355,4586,56.133,0.0,540
6356,6356,100.000,0.0,1219
6356,6354,100.000,0.0,1219
6356,6352,100.000,0.0,1219
6356,6350,62.309,0.0,776
6356,6348,62.309,0.0,776
6357,6359,100.000,0.0,995
6357,6357,100.000,0.0,995
6357,6363,87.265,0.0,878
6357,6349,57.645,0.0,566
6357,6347,57.645,0.0,566
6358,6360,100.000,0.0,1221
6358,6358,100.000,0.0,1221
6358,6364,89.983,0.0,1107
6358,6362,57.338,0.0,711
6358,6350,57.191,0.0,704
6359,6359,100.000,0.0,995
6359,6357,100.000,0.0,995
6359,6363,87.265,0.0,878
6359,6349,57.645,0.0,566
6359,6347,57.645,0.0,566
6360,6360,100.000,0.0,1221
6360,6358,100.000,0.0,1221
6360,6364,89.983,0.0,1107
6360,6362,57.338,0.0,711
6360,6350,57.191,0.0,704
6361,6361,100.000,0.0,991
6361,4586,86.765,0.0,842
6361,6349,63.257,0.0,635
6361,6347,63.257,0.0,635
6361,6359,57.971,0.0,582
6362,6362,100.000,0.0,1208
6362,4587,94.330,0.0,1154
6362,6350,66.895,0.0,840
6362,6348,66.895,0.0,840
6362,6356,60.922,0.0,743
6363,6363,100.000,0.0,997
6363,6359,87.265,0.0,880
6363,6357,87.265,0.0,880
6363,6349,57.645,0.0,570
6363,6347,57.645,0.0,570
6364,6364,100.000,0.0,1222
6364,6360,90.492,0.0,1121
6364,6358,90.492,0.0,1121
6364,6362,56.581,0.0,712
6364,6350,57.949,0.0,708
6577,6577,100.000,0.0,1031
6577,6579,75.904,0.0,785
6577,6355,36.292,4.16e-93,284
6577,6353,36.292,4.16e-93,284
6577,6351,36.292,4.16e-93,284
6578,6578,100.000,0.0,1206
6578,6580,83.590,0.0,1033
6578,6362,48.527,0.0,580
6578,4587,47.834,0.0,568
6578,6350,47.341,0.0,558
6579,6579,100.000,0.0,1032
6579,6577,75.904,0.0,793
6579,6355,33.852,3.08e-91,280
6579,6353,33.852,3.08e-91,280
6579,6351,33.852,3.08e-91,280
6580,6580,100.000,0.0,1206
6580,6578,83.590,0.0,1033
6580,6362,47.660,0.0,562
6580,4587,46.632,0.0,556
6580,6350,46.632,0.0,552
6581,6581,100.000,0.0,4039
6581,4585,50.205,0.0,1895
6581,3177,29.630,3.67e-29,119
6581,3177,28.571,1.83e-05,42.0
6581,3177,27.586,9.4,23.1
6581,3174,29.630,3.67e-29,119
6581,3174,28.571,1.83e-05,42.0
6581,3174,27.586,9.4,23.1
6581,3467,29.144,5.96e-28,115
6581,3467,25.385,2.17e-05,41.6
6929,6929,100.000,0.0,1005
6930,6930,100.000,0.0,1366
6930,6578,30.645,3.3,22.7
6930,3177,32.558,8.5,21.6
6930,3174,32.558,8.5,21.6
6931,6931,100.000,0.0,4459
6931,6579,27.941,3.7,24.3
6931,4595,30.189,5.3,23.9
6931,4593,30.189,5.9,23.9
6931,3180,35.849,8.3,23.1
6932,6932,100.000,3.45e-143,390
6932,6364,34.921,2.0,21.6
6932,3706,32.353,2.2,21.6
6932,3704,32.353,2.2,21.6
6932,6577,27.119,2.5,21.2
